x,y,id
492.0,373.0,6
757.0,369.0,0
997.0,371.0,3
1265.0,349.0,3
1509.0,368.0,4
1752.0,349.0,4
992.0,52.0,0
1231.0,65.0,2
1473.0,64.0,4
1748.0,59.0,5
749.0,54.0,0
458.0,54.0,4
201.0,53.0,5
-18.0,55.0,1
-33.0,376.0,6
221.0,370.0,4
27.0,628.0,3
260.0,633.0,4
502.0,648.0,5
761.0,644.0,4
1010.0,630.0,3
1254.0,629.0,4
1489.0,619.0,3
1741.0,620.0,1
77.0,878.0,0
290.0,870.0,1
542.0,882.0,1
776.0,889.0,2
1017.0,861.0,0
1240.0,872.0,4
1492.0,858.0,5
1741.0,871.0,1
959.0,616.0,3
